label,text
0,Meet Kate Hudson's Boyfriend and Baby Daddy
0,Irish actress Ruth Negga to see her Hollywood star status SOAR
0,Miley Cyrus Jennifer Hudson Fighting
0,Jennifer Aniston’s ‘tearful’ meeting with Justin Theroux’s ex
0,Is Ben Affleck really Throwing Dinner Parties Just to Have Single Ladies Over? Find out here Full Story! – Married Biography
0,"George Clooney, Amal Clooney NOT Headed For Split, Despite Report"
0,"John Lewis, celebs react as ABC cancels ‘Roseanne’"
0,7 best Celebrity Liposuction images on Pinterest
0,The Biggest Celebrity Feuds of 2017
0,What! Brad Pitt is smitten by a young Angelina Jolie-lookalike?
0,Brad Pitt and Princess Charlotte baby news
0,"Mary J. Blige Hacked, Did Not Write Kendu Isaacs Hate Tweet"
0,Where Is Travis Scott? Why Kylie Jenner's Boyfriend Avoids the Spotlight
0,Cheryl admits her Liam Payne split statement was 'cringeworthy'
0,He Will Not Divide Us El Rey Theater
0,"Mariah Carey's New Year's Eve Mishap NOT Caused By Drugs And Alcohol, Despite Report"
0,Tom Cruise Hired Dating Coach?
0,"Sexual misconduct allegations against R. Kelly spanning 24 years, in one timeline"
0,Kris Jenner And Corey Gamble Party In Monaco – See The Photos
0,"Kris Jenner Behind Kourtney Kardashian, Scott Disick, Sofia Richie Love Triangle?"
0,Kim Kardashian-Kanye West Divorce Rumors Proven False
0,Humiliation for Kris Jenner: Why toyboy Corey dumped her
0,Definitive Proof That Justin Timberlake & Jessica Biel Are Stronger Than Ever
0,Dolly Parton: California’s ‘Biblical Disasters’ Punishment For ‘Embracing Satan’
0,"Rihanna's in, Wang is out: A preview of NY Fashion Week"
0,"Sure, Kate Middleton Looks Great — But Let’s Talk About What Giving Birth Really Does To Women’s Bodies"
0,Johnny Depp: Disney bosses couldn't stand Jack Sparrow and thought character was gay
0,"Blake Shelton Says He Has a ""Stronger Bond"" With Gwen Stefani Every Day"
0,Why Prince Harry Didn't Get a Prenup Before Marrying Meghan Markle
0,JAY-Z Reveals Why He and Beyoncé Chose the Names Rumi and Sir for Their Twins
0,Is Lindsay Lohan opening a second club in Greece?
0,"Alex Rodriguez says if you want Jennifer Lopez's love, you have to answer her calls"
0,Khloe Kardashian Canceling Promo Appearances Because Of Pregnancy?
0,Brad Pitt Upset Over Angelina Jolie’s Rumored Plans To Adopt? — Would He Adopt Again Too?
0,Ariel Winter ’ s Friends She ’ s About To Elope With Levi Meaden 
0,Jennifer Garner – Gossip Cop
0,Justin Bieber’s tour cancellation: ‘I want to be sustainable’
0,The Biggest Celebrity Feuds of 2017
0,Savannah Chrisley Dumped By NBA Player Boyfriend Luke Kennard
0,Should Angelina Jolie Be Concerned About Bulging Veins In Arms & Legs? — Surgeon Speaks
0,Jennifer Lopez and Alex Rodriguez: Wedding on the Way?!
0,"Karrueche Tran Manager Slams Chris Brown Attorney: Domestic Violence Is Real, Not Self-Promotion"
0,Zayn Malik & Gigi Hadid’s Shocking Split: Why There’s A Chance They’ll Reunite ‘Down The Line’
0,Beyoncé Heading To $1 Billion Divorce
0,Robyn Is the Only Wife Standing by Kody Brown Amid 'Sister Wives' Cancellation
0,Ellen DeGeneres Portia de Rossi 10th Anniversary Disaster
0,Richard Gere
0,Sexy Gigi Hadid GIFs
0,"Angelina Jolie Never Considered Reuniting With Brad Pitt, Despite Fake News Story"
0,The Spice Girls reportedly set for 2018 reunion and new album
0,Victoria Beckham reportedly furious about David's female friend
0,Animal lover Robert Pattinson reveals how his rescue dog became a pampered pooch overnight
0,Harry Styles' Style Icon? Shania Twain!
0,Nick Viall & Vanessa Grimaldi Split: Why ‘They Never Had A Chance Of Making It Work’
0,"Kendall Jenner angers modelling community, refers to working models as 'those girls'"
0,Nicole Kidman and Keith Urban Gush Over Daughters
0,New Pic of Katie Holmes & Jamie Foxx on a Date After Breakup Ignites Criticism
0,Are Brad Pitt and Jennifer Aniston getting back together?
0,"Well, Well, Well, Justin Theroux Is Hanging Out With Aubrey Plaza"
0,"Celebrities react to white nationalists rally in Charlottesville, Va."
0,"Angelina Jolie’s ‘Secret Shopping Fix’ Is Not Target, Source Says"
0,Caitlyn Jenner is planning a NUDE photo shoot
0,Kim Kardashian Slams 'Liar' Caitlyn Jenner for Comments About Late Father Robert: 'She Is Not a Good Person'
0,Are Dakota Johnson and Chris Martin Dating?
0,Demi Lovato’s Sexuality: 5 Fast Facts You Need to Know
0,Fox knew of Bill O'Reilly harassment settlement before renewing contract
0,"Happy birthday, Kathie Lee! See Kris Jenner and Craig Ferguson’s sweet messages"
0,Miranda Kerr Goes Kiwi
0,Ellen DeGeneres beams as wife Portia de Rossi shows off her svelte figure in black frock at premiere party
0,Britney Spears and Her BF Do the Craziest Couples Workout You’ve Ever Seen
0,Kanye West Admits He Was 'Hurt' When JAY-Z and Beyonce Missed His and Kim Kardashian's Wedding
0,Inside Ben Affleck and Jennifer Garner's Divorce on the One-Year Anniversary of Their Filing
0,Brad Pitt and uni professor Neri Oxman ‘have been seeing each other for SIX months’ following Angelina Jolie split
0,Is Mariah Carey Forbidding Bryan Tanaka From Seeing Her Without Clothes And Makeup On? [Debunked]
0,Hoda Kotb Says She Still 'Keeps in Touch' with Matt Lauer After His Today Show Firing
0,Josh Duhamel Playing Stepdad To Jennifer Garner  Ben Affleck ’ s Kids 
0,Did Beyoncé and Jay-Z Spend $10 Million on Their Newborn Twins?
0,“New Girl”show is suffering when co-stars Zooey & Jake’s feud on the set…Not having an affair then why such fight? Is it because of Zooey’s pregnancy mood swings? – Married Biography
0,Ryan Gosling Mourns Loss Of Beloved Dog While Promoting Bladerunner 2049
0,Breathe review – Andrew Garfield fronts poignant biopic of wheelchair pioneer
0,"Prince Harry and Meghan Markle to wed on May 19, 2018"
0,Selena’s Hell! Gomez Goes To Rehab As Friends Fear Another Drug Relapse
0,"Jennifer Aniston Reveals Struggles With Dyslexia, Anger; Shrugs Off Oscar Snub"
0,Beyonce: Fans Beg Her To ‘Tell Us She’s Pregnant’ After Performance In Bodysuit — See Tweets
0,"Tom Cruise Dating In Disguise, Women Chosen By Scientology? Not Quite, Yet Holmes Is Queen Of Secret Romance"
0,Is Billy Bush Begging To Be On ‘DWTS 2017?’ [UPDATE]
0,Katie Holmes
0,Are Selena Gomez & The Weeknd Working On A Movie Together?
0,Brad Pitt and Jennifer Aniston might see each other at film festival
0,Brad Pitt has a 'secret love child'
0,Cougar Angelina Jolie Sinks Her Claws Into Hottie Garrett Hedlund
0,Why Isn't Gwen Stefani Coaching 'The Voice' Season 13? She Could Come Back Before You Know It
0,Angelina Jolie’s French Obsession
0,Jennifer Lopez and Alex Rodriguez Celebrate Christmas in Miami with Their Families
0,The roles these actors & actresses *nearly* played
0,Selena’s Hell! Gomez Goes To Rehab As Friends Fear Another Drug Relapse
0,Kanye West fans are planning 'Hey Mama Day' in response to Taylor Swift's upcoming album release
0,All Justin Bieber Wants Is to Get Back Together With Selena Gomez
0,"Beyoncé and Husband JAY-Z Experienced a Difficult Delivery During the Birth of Their Twins: ""There Was a Lot of Drama"" (EXCLUSIVE)"
0,Margot Robbie Net Worth
0,"Michael Strahan, Sam Smith"
0,"Miranda Lambert, Anderson East Not Copying Blake Shelton, Gwen Stefani With Duet"
0,Gigi Hadid Begs Zayn Malik to Quit Touring Due to Severe Panic Attacks (EXCLUSIVE)
0,​Angelina Jolie Is Secretly Dating a Handsome Older Guy
0,Karrueche Tran Granted Five Year Restraining Order Against Chris Brown
0,Her Girl Crush... Eleven Reasons We Love And Adore Angelina Jolie
0,Rihanna: shocked by the secret child of Chris Brown!
0,"Brad Pitt Is Still Single, Despite Rumors He's Dating MIT Professor Neri Oxman"
0,"Brad Pitt, accused of child abuse, is under investigation"
0,Leo DiCaprio teases first pic of him and Brad Pitt looking like retro honeys in their new film
0,Angelina Jolie Forced to Hand Over Kids to Brad Pitt Amid Custody Battle (EXCLUSIVE)
0,Why Selena Gomez Wasn't the Woman for Justin Bieber After All
0,Selena Gomez & Justin Bieber Have 'Epic' New Year's Eve Plans
0,WATCH: Blake Shelton Performs In Underwear?! Sorta...
0,Chris Pratt Files for Divorce From Anna Faris
0,Brad Pitt’s Rumored Girlfriend Not Assisting Actor’s Sobriety Amid Angelina Jolie Divorce
0,"Thomas Markle on Prince Harry, politics, and missing daughter Meghan's royal wedding"
0,Brad Pitt Rents Summer Love Nest For His Brainy Beauty
0,Kim Kardashian admits her selfie obsession is a bit ridiculous
0,Camilla and Eugenie attack Kate and Meghan in shock public row
0,Meghan Markle and Prince Harry are 'INFATUATED' and 'still getting to know each other'
0,Justin Theroux looks far from glum about Jennifer Aniston split as he shows off guns on coffee date
0,Stop asking Scott Eastwood about Star Wars
0,Taylor Swift Upset Ed Sheeran Slept With Members Of Her Girl Squad? The Truth
0,Caitlyn Jenner’s Reassignment Surgery: Inside Her ‘Reclusive’ Healing Process
0,Kim Kardashian Reveals Her Limit on Kids With Kanye West
0,"Kim Kardashian Is Considering Leaving Kanye West After His Latest Outburst: ""It's Over"" (EXCLUSIVE)"
0,Does Brad Pitt Have a Rare Disease?
0,Fifty Shades Of Dakota: 15 Things People Don't Know About Dakota Johnson
0,Tom Arnold Says Michael Cohen and He Are 'Taking Down Donald Trump' Amid Plea Deal
0,"President Trump Attacks 'Lunatic,' 'No-Talent,' 'Dumbest Person' in TV"
0,"Chris Brown, Soulja Boy Feud Over Karreuche Tran"
0,How Jerry O'Connell Knew He Wasn't Going to Get the Job on Live! With Kelly
0,Jay-Z views Kanye West as a 'pesky fly'
0,Digital Diva! Inside Caitlyn Jenner’s Secret Cyber Hookups
0,J.Lo ‘Wild’ Over A-Rod’s ‘Passionate’ Kisses — Their Make Outs Are ‘Next Level’
0,Is CAITLYN JENNER going into Celebrity Big Brother?
0,Chris Martin and Dakota Johnson ‘ready to move in together’
0,Jennifer Aniston's shock news: Pregnant and in hiding
0,"Meghan Markle, Kate Middleton friendship NOT “exaggerated”"
0,"Kim Kardashian and Kanye West's new baby girl is here, born via surrogate"
0,US report: Jennifer Aniston 'dumped on her 49th birthday'
0,Taylor Swift and Conor Kennedy split amid claims singer came on too strong and was obsessed with Kennedys
0,Anna Faris Focused On Healing Her Broken Heart After Chris Pratt Split — It’s ‘Me Time’
0,Richard Gere ‘dumps Julia Roberts’
0,"Roseanne Not Pushing Kabbalah On Co-Stars, Despite Reports"
0,Wonder Wheel (film)
0,Kelly Clarkson & Jennifer Hudson Are Returning to Coach 'The Voice' Season 15
0,Michelle Pfeiffer Covers Face In Public To Hide Wrinkles?
0,Star Bodies! Get Gwen Stefani's Rock Hard Abs With 3 Simple Exercises
0,What’s a ‘Covfefe’? Trump Tweet Unites a Bewildered Nation
0,Meghan Markle Has Easier Ride With Prince Harry’s Royal Family Than Her Own Regarding Future?
0,Kate Middleton will never be jealous of Meghan Markle; here's why
0,Ellen DeGeneres' wife Portia de Rossi makes her cry with 60th birthday gift
0,Are Brad Pitt and Jennifer Lawrence dating?
0,Jon Hamm talks Jennifer Westfeldt split
0,Taryn Manning is not leaving 'Orange is The New Black'
0,Why Taylor Swift and Selena Gomez's Friendship Is Stronger Than Ever
0,Ben Affleck's History With Alcohol Addiction: A Timeline of the Actor's Struggles and Road to Recovery
0,The secret Donald Trump and Rudy Giuliani know about the Russia probe
0,‘House’ Divided! Co-stars Will Ferrell And Amy Poehler ‘Can’t Stand Each Other!’
0,Angelina Jolie headed for a 'physical meltdown' as actress 'going without food or sleep'?
0,Jennifer Lopez and Alex Rodriguez Avoid Run-In With Casper Smart
0,Angelina Jolie gets new divorce lawyer amidst custody battle with Brad Pitt
0,Justin Bieber and Selena Gomez Taking Some Space—But Don’t Call It a Breakup
0,Miley Cyrus & Liam Hemsworth Married On New Years? The Truth Finally Revealed
0,Sofia Richie Channeling Kourtney Kardashian
0,"Kim Kardashian’s New Nude Pics Are ‘Part Of A Sexy, Flirtatious Game’ With Kanye West"
0,Scott Disick and Sofia Richie Reached Another Relationship Milestone
0,    The Voice The Voice Team NOT Surprised Surprised Adam Levine   Behati Prinsloo Pregnant Again Before Blake Shelton Gwen Stefani
0,Miley Cyrus Says She Respects 'ALL Artists Who Speak Their Truth' After Negative Rap Comments
0,Chris Brown – Scared Lyrics
0,Queen orders Meghan Markle into royal bootcamp
0,Beyoncé Is Afraid Jay Z Will Cheat Again
0,Real Housewives' Harry Hamlin stands behind wife Lisa Rinna following outburst
0,Caitlyn Jenner abused as she leaves LGBT awards in London
0,Alex Rodriguez slams report he’s threatening to cut child support payments
0,Jamie Foxx walks out on ESPN interview after Katie Holmes relationship questions
0,Everything We Know About Jennifer Aniston & Justin Theroux's Split
0,Caitlyn Jenner Reportedly Thinks Kim & Kourtney Kardashian Are ‘Setting A Poor Example For Their Children’
0,Justin Bieber Retiring: Google Alert
0,Kris Jenner Wants Paris Jackson To Join ‘Keeping Up With The Kardashians’ Amid Ratings Woes
0,How Ben Affleck Got Big For Batman v Superman
0,Angelina Jolie Won’t Let Her Oldest Child Maddox Date And He’s Not Happy About It
0,Ben Affleck-Jennifer Garner split: Is the actress not ready to divorce the Batman star?
0,  Rihanna NOT Engaged  Secret Plans To Elope Secret Plans To Elope Is MadeUp
0,A Timeline of Harry Styles & James Corden's 'Late Late Show' Bromance
0,"Blake Shelton Embarrasses Gwen Stefani Onstage, Talks About When They First Started to 'Mess Around' Together"
0,"Kris Jenner Is Not Afraid To Sue An Employee, Even If If They're Poor - We'll Take Payments & Garner Your Wages!  - theJasmineBRAND"
0,5 Tom Cruise Dating Rumors You Should Stop Believing Now
0,"Inside the 'chaos' of Brad Pitt and Angelina Jolie's parenting of their six children with knives, tempers and no school"
0,Mariah Carey’s Boy Toy Demands Big Bucks To Continue Reality Romance
0,Oliver Hudson Jokes About Kate's Rumored Romance With Brad Pitt
0,Gwen Stefani Top Of 2017  Expecting Twins With Blake Shelton
0,Donald Trump kicked One Direction out of his hotel for refusing to meet his daughter
0,Inside Kim Kardashian’s Nasty Split From BFF & Assistant Stephanie Shepherd
0,"Khloe Kardashian Claps Back At Plastic Surgery Rumours With ""Pregnancy Lips"" Claim"
0,"Angelina Jolie has a new man in her life, guess who?"
0,Live stream: Trump's lawyer responds to James Comey testimony
0,Pregnancy Nightmare! Khloe Kardashian ‘Riddled With Anxiety’ And ‘Isolated’ While Expecting!
0,Are Katie Holmes & Jamie Foxx Expecting A Baby? New Report Claims They Want To Start A Family
0,"Celebrity Holiday Cards 2017: The Currys, Kardashians & More Send Season’s Greetings"
0,"Brad Pitt, Jennifer Aniston Rekindle Romance Despite Justin Theroux: ‘In Love’ Duo Caught Kissing [Rumors]"
0,"Khloe Kardashian Did NOT Give Birth Over Easter, Despite Report"
0,Brooklyn Beckham Has Reportedly Dropped Out Of A US College Due To “Homesickness”
0,"The Brangelina industry: why Jennifer Aniston, Brad Pitt and Angelina Jolie keep making the headlines"
0,Kendall Jenner Tells Friends: Ban Taylor Swift Music Or Else!
0,"13 Celebrities Who Were Told to Lose Weight (Yep, Really)"
0,"Kelly Ripa, Ryan Seacrest Feuding After “Honeymoon’s Over”?"
0,George Clooney’s ‘Game Of Thrones’ Crush Blows Him Off
0,Blake Shelton and Miranda Lambert Are Supporting Each Other Through Their Breakups (EXCLUSIVE)
0,Angelina Jolie & Brad Pitt Divorce Papers: First Look At Legal Documents
0,J.Lo and A.Rod Just Bought Their Own Penthouse Together and It’s Insane
0,"OJ Simpson ‘Demanding’ To Meet Khloe Kardashian’s Baby, Per ‘Radar Online’"
0,Kylie Jenner: Why She Finally Broke Down & Hired Nannies For Stormi After Insisting She Wouldn’t
